"","X","ResponseID","ResponseSet","Name","ExternalDataReference","EmailAddress","IPAddress","Status","StartDate","EndDate","Finished","mTurkCode","gender","age","ethnicity","work.when.not.encouraged","resentful","given.up","rebel","good.listener","took.advantage","admit.mistake","get.even","courteous","ideas.different.from.own","jealous.of.others","irritated.by.favors","hurt.someones.feelings","weight","height","household.size","annual.income","exercise","LocationLatitude","LocationLongitude","LocationAccuracy","income","annualincome","bmi","recepie","measurement","MealStyle","TreatMent"
"65",125,"R_Y3wQIJOo9BA1R2p","Default Response Set","Anonymous",NA,NA,"66.66.98.205",0,"8/6/2015 16:43","8/6/2015 16:44",1,55678751,"Male",28,"White",2,0,0,0,0,1,0,1,0,0,0,1,0,140,66,"1",42000,"Several Times a week","43,21659851","-78,05840302",-1,42000,42000,23.1404958677686,"Guiltless.Asian.Glazed.Chicken.Thighs",-11,"Asian","Guiltless"
"66",126,"R_2WPDaMRk9yzdYHB","Default Response Set","Anonymous",NA,NA,"72.223.8.116",0,"8/6/2015 16:42","8/6/2015 16:44",1,94496828,"Female",25,"Hispanic or Latino",2,0,1,0,1,0,0,0,1,0,1,1,1,121,65,"6+",12000,"Several Times a week","33,248703","-111,6343002",-1,12000,12000,20.6201183431953,"Guiltless.Asian.Glazed.Chicken.Thighs",-13,"Asian","Guiltless"
"67",130,"R_1FJ2wJp6YPQvBlN","Default Response Set","Anonymous",NA,NA,"76.79.199.130",0,"8/6/2015 16:44","8/6/2015 16:46",1,86731256,"Male",30,"White",1,1,0,1,1,1,0,0,0,1,0,1,1,200,76,"1",50000,"Several Times a week","34,16830444","-118,3730011",-1,50000,50000,24.9307479224377,"Guiltless.Asian.Glazed.Chicken.Thighs",-11,"Asian","Guiltless"
"68",140,"R_3lE8kbwPPkeMsW6","Default Response Set","Anonymous",NA,NA,"66.75.42.96",0,"8/6/2015 16:48","8/6/2015 16:50",1,883577,"Female",40,"Asian/Pacific Islander",2,1,1,0,1,0,1,0,1,1,1,1,1,107,62,"4-5",40000,"Less often than once a month","32,88969421","-117,1335983",-1,40000,40000,20.0416233090531,"Guiltless.Asian.Glazed.Chicken.Thighs",-10,"Asian","Guiltless"
"69",142,"R_TiTSw8Vvx2pMnhT","Default Response Set","Anonymous",NA,NA,"71.31.195.114",0,"8/6/2015 16:49","8/6/2015 16:51",1,4848381,"Male",22,"White",1,1,1,0,1,0,1,0,1,1,1,0,0,340,70,"2-3",22000,"Several Times a week","42,10450745","-79,2519989",-1,22000,22000,49.9591836734694,"Guiltless.Asian.Glazed.Chicken.Thighs",-10,"Asian","Guiltless"
"70",143,"R_1IrXUdu0e5NzWSV","Default Response Set","Anonymous",NA,NA,"96.32.29.178",0,"8/6/2015 16:50","8/6/2015 16:52",1,38862637,"Female",25,"White",1,1,0,0,1,0,1,0,1,0,1,0,1,130,64,"2-3",60000,"Once or twice a month","41,9691925","-72,01470184",-1,60000,60000,22.8515625,"Guiltless.Asian.Glazed.Chicken.Thighs",-14,"Asian","Guiltless"
"71",145,"R_3LbwR1TNElRpoJS","Default Response Set","Anonymous",NA,NA,"98.211.182.80",0,"8/6/2015 16:51","8/6/2015 16:55",1,34182335,"Female",55,"Black or African American",2,0,0,0,1,0,1,0,1,0,1,1,1,184,68,"2-3",30000,"Several Times a week","26,10009766","-80,27230072",-1,30000,30000,28.6505190311419,"Guiltless.Asian.Glazed.Chicken.Thighs",-15,"Asian","Guiltless"
"72",147,"R_3hrpIKUwkv4agOJ","Default Response Set","Anonymous",NA,NA,"92.238.38.24",0,"8/6/2015 16:57","8/6/2015 16:58",1,13792001,"Male",30,"White",2,1,1,0,1,1,0,1,1,0,1,1,0,190,73,"2-3",20000,"Once or twice a week","53,43330383","-1,350006104",-1,20000,20000,25.6708575717771,"Guiltless.Asian.Glazed.Chicken.Thighs",-10,"Asian","Guiltless"
"73",150,"R_330ZgeuvMMEDg65","Default Response Set","Anonymous",NA,NA,"164.113.217.51",0,"8/6/2015 17:00","8/6/2015 17:02",1,95897362,"Male",34,"White",2,1,0,0,1,1,1,0,1,0,0,1,0,250,72,"2-3",46000,"Once or twice a month","39,03930664","-95,20870209",-1,46000,46000,34.7222222222222,"Guiltless.Asian.Glazed.Chicken.Thighs",-11,"Asian","Guiltless"
"74",151,"R_3RaB3IVK2Dm1gt9","Default Response Set","Anonymous",NA,NA,"173.71.142.207",0,"8/6/2015 17:02","8/6/2015 17:04",1,2703838,"Female",44,"White",2,1,1,1,0,1,1,0,1,0,1,1,0,220,66,"4-5",1300,"Less often than once a month","37,15260315","-76,54599762",-1,1300,1300,36.3636363636364,"Guiltless.Asian.Glazed.Chicken.Thighs",-15,"Asian","Guiltless"
"75",152,"R_3GqZkpXHjrYmq8E","Default Response Set","Anonymous",NA,NA,"98.212.172.203",0,"8/6/2015 17:03","8/6/2015 17:05",1,3882442,"Female",26,"White",2,0,0,0,1,0,1,0,1,0,0,0,1,159,61,"2-3",18000,"Several Times a week","41,55949402","-85,85420227",-1,18000,18000,30.7659231389411,"Guiltless.Asian.Glazed.Chicken.Thighs",-11,"Asian","Guiltless"
"76",154,"R_BJsCQSyM5aPu1oJ","Default Response Set","Anonymous",NA,NA,"66.69.60.169",0,"8/6/2015 17:03","8/6/2015 17:06",1,35775728,"Male",34,"Hispanic or Latino",1,1,1,1,1,0,1,0,1,1,1,0,0,300,77,"6+",20000,"Less often than once a month","29,39619446","-98,46099854",-1,20000,20000,36.4311013661663,"Guiltless.Asian.Glazed.Chicken.Thighs",-14,"Asian","Guiltless"
"77",155,"R_scnQkEDVZQWlYl3","Default Response Set","Anonymous",NA,NA,"75.162.127.207",0,"8/6/2015 17:07","8/6/2015 17:10",1,41065995,"Female",42,"White",2,1,0,0,1,0,0,0,1,0,0,1,1,108,69,"4-5",69000,"Several Times a week","40,65759277","-111,8840027",-1,69000,69000,16.3327032136106,"Guiltless.Asian.Glazed.Chicken.Thighs",-14,"Asian","Guiltless"
"78",156,"R_UFn42oBYw8MZtUB","Default Response Set","Anonymous",NA,NA,"75.142.137.145",0,"8/6/2015 17:10","8/6/2015 17:13",1,44054553,"Male",45,"White",2,1,1,1,0,1,0,1,0,0,1,1,0,200,70,"1",26000,"Once or twice a week","42,18510437","-121,6141052",-1,26000,26000,29.3877551020408,"Guiltless.Asian.Glazed.Chicken.Thighs",-14,"Asian","Guiltless"
"79",157,"R_1GQsALgfkEFFnxs","Default Response Set","Anonymous",NA,NA,"75.118.14.22",0,"8/6/2015 17:16","8/6/2015 17:17",1,96575715,"Female",35,"White",2,0,1,0,0,1,0,1,0,0,1,1,0,170,69,NA,50000,"Several Times a week","40,08529663","-82,97519684",-1,50000,50000,25.7088846880907,"Guiltless.Asian.Glazed.Chicken.Thighs",-13,"Asian","Guiltless"
"80",158,"R_1MKCvRdUfDyza0u","Default Response Set","Anonymous",NA,NA,"98.240.157.255",0,"8/6/2015 17:25","8/6/2015 17:28",1,46685708,"Female",62,"White",1,1,1,0,1,0,1,0,1,0,0,1,0,190,69,"4-5",30000,"Never","45,01019287","-93,34279633",-1,30000,30000,28.7334593572779,"Guiltless.Asian.Glazed.Chicken.Thighs",-11,"Asian","Guiltless"
"81",160,"R_s5oA2e3vjR7eIsF","Default Response Set","Anonymous",NA,NA,"24.89.152.74",0,"8/6/2015 18:28","8/6/2015 18:31",1,61084464,"Male",26,"White",1,1,1,1,0,0,0,0,0,1,1,1,0,200,74,"2-3",25000,"Less often than once a month","40,87319946","-73,08119965",-1,25000,25000,26.2965668371074,"Guiltless.Asian.Glazed.Chicken.Thighs",-10,"Asian","Guiltless"
"82",162,"R_1dbqtxvYfye3Pqx","Default Response Set","Anonymous",NA,NA,"104.53.225.13",0,"8/6/2015 18:30","8/6/2015 18:33",1,7588617,"Male",48,"White",2,0,0,0,1,0,1,0,1,0,0,0,1,180,69,"2-3",33000,"Less often than once a month","36,34790039","-86,60050201",-1,33000,33000,27.2211720226843,"Guiltless.Asian.Glazed.Chicken.Thighs",-15,"Asian","Guiltless"
"83",167,"R_9EOzaUrMIxsgEuZ","Default Response Set","Anonymous",NA,NA,"99.22.184.17",0,"8/6/2015 18:37","8/6/2015 18:39",1,13477251,"Male",45,"White",1,1,1,1,1,1,1,0,1,0,1,1,0,185,71,"1",45000,"Once or twice a week","42,50959778","-82,93609619",-1,45000,45000,26.4233287046221,"Guiltless.Asian.Glazed.Chicken.Thighs",-13,"Asian","Guiltless"
"84",170,"R_124OpSREb0pbvtU","Default Response Set","Anonymous",NA,NA,"76.177.192.54",0,"8/6/2015 18:41","8/6/2015 18:43",1,29501383,"Female",28,"White",1,1,1,1,1,0,1,1,1,0,1,1,0,120,63,"2-3",50000,"Several Times a week","37,645401","-84,81710052",-1,50000,50000,21.7687074829932,"Guiltless.Asian.Glazed.Chicken.Thighs",-15,"Asian","Guiltless"
"85",171,"R_w044p9OCbglRMpb","Default Response Set","Anonymous",NA,NA,"63.149.18.28",0,"8/6/2015 18:47","8/6/2015 18:49",1,43031718,"Male",33,"White",2,1,1,1,0,0,0,1,0,0,0,1,0,130,68,"1",12000,"Several Times a week","36,63549805","-88,28299713",-1,12000,12000,20.242214532872,"Guiltless.Asian.Glazed.Chicken.Thighs",-10,"Asian","Guiltless"
"86",173,"R_dj7RqzXTS9dZukF","Default Response Set","Anonymous",NA,NA,"63.79.0.25",0,"8/6/2015 19:07","8/6/2015 19:09",1,12225633,"Male",35,"White",2,1,1,0,1,0,1,1,0,0,1,1,0,152,66,"1",35000,"Once or twice a week","37,6875","-97,33799744",-1,35000,35000,25.1239669421488,"Guiltless.Asian.Glazed.Chicken.Thighs",-13,"Asian","Guiltless"
"87",178,"R_31ErEAtfEgKJUG1","Default Response Set","Anonymous",NA,NA,"76.106.253.130",0,"8/6/2015 20:34","8/6/2015 20:35",1,38049619,"Female",26,"White",1,1,1,0,0,1,0,1,0,0,1,1,0,159,64,"2-3",5000,"Once or twice a week","30,16720581","-81,77149963",-1,5000,5000,27.94921875,"Guiltless.Asian.Glazed.Chicken.Thighs",-12,"Asian","Guiltless"
"88",1,"R_1rxG3fhpIcZBHpz","Default Response Set","Anonymous",NA,NA,"98.194.76.227",0,"8/2/2015 20:20","8/2/2015 20:23",1,84701060,"Male",54,"White",2,1,1,1,1,1,1,0,1,0,1,1,0,165,70,"1",32000,"Several Times a week","29,03219604","-95,46990204",-1,32000,32000,24.2448979591837,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-11,"Goat","Control"
"89",2,"R_3q9xsiS3jD8yxgM","Default Response Set","Anonymous",NA,NA,"72.178.227.59",0,"8/2/2015 20:20","8/2/2015 20:23",1,30416134,"Female",65,"White",2,1,1,0,1,0,1,0,0,0,1,0,1,160,63,"2-3",15000,"Less often than once a month","30,05659485","-93,87539673",-1,15000,15000,29.0249433106576,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-15,"Goat","Control"
"90",3,"R_x5CQgyJoKAzvAuR","Default Response Set","Anonymous",NA,NA,"72.201.237.221",0,"8/2/2015 20:21","8/2/2015 20:23",1,81607808,"Female",57,"White",2,1,1,0,1,1,0,1,1,0,1,1,0,158,66,"2-3",18000,"Less often than once a month","33,39720154","-111,7857971",-1,18000,18000,26.1157024793388,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-14,"Goat","Control"
"91",4,"R_1ooO6B0mcqbW7h6","Default Response Set","Anonymous",NA,NA,"99.135.147.178",0,"8/2/2015 20:22","8/2/2015 20:24",1,90644467,"Male",32,"White",1,1,1,1,0,1,1,1,0,0,1,1,0,135,70,"1",32000,"Never","41,8032074","-88,13410187",-1,32000,32000,19.8367346938776,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-13,"Goat","Control"
"92",7,"R_1N3cE8SGAMJs4vA","Default Response Set","Anonymous",NA,NA,"71.13.60.106",0,"8/2/2015 20:23","8/2/2015 20:25",1,16534992,"Female",45,"White",2,0,0,0,1,0,1,0,NA,1,0,0,1,170,62,"2-3",50000,"Once or twice a week","43,61470032","-84,79270172",-1,50000,50000,31.8418314255983,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-15,"Goat","Control"
"93",11,"R_cuzopLS73zTIUqB","Default Response Set","Anonymous",NA,NA,"96.246.251.121",0,"8/2/2015 20:25","8/2/2015 20:27",1,23640590,"Female",43,"Hispanic or Latino",2,0,0,0,1,0,1,0,0,0,0,0,1,115,60,"2-3",NA,"Once or twice a month","40,76220703","-73,91210175",-1,NA,NA,23,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-12,"Goat","Control"
"94",12,"R_3J1O0WUdZTGuPIC","Default Response Set","Anonymous",NA,NA,"107.137.248.67",0,"8/2/2015 20:26","8/2/2015 20:27",1,55754576,"Female",26,"Asian/Pacific Islander",1,1,1,1,0,1,1,1,0,0,1,1,0,113,60,"1",36000,"Several Times a week","34,06159973","-118,0818024",-1,36000,36000,22.6,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-11,"Goat","Control"
"95",15,"R_8jf6jmOCo9kznfX","Default Response Set","Anonymous",NA,NA,"99.127.218.186",0,"8/2/2015 20:26","8/2/2015 20:29",1,63078062,"Male",28,"White",1,1,1,1,0,1,1,1,0,0,1,1,0,185,70,"2-3",80000,"Once or twice a week","41,87449646","-87,65029907",-1,80000,80000,27.1836734693878,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-12,"Goat","Control"
"96",16,"R_1et3Xp05LFeTO5C","Default Response Set","Anonymous",NA,NA,"66.30.28.179",0,"8/2/2015 20:26","8/2/2015 20:29",1,58063013,"Male",32,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,230,73,"1",40000,"Once or twice a week","41,73049927","-71,11450195",-1,40000,40000,31.0752486395196,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-14,"Goat","Control"
"97",19,"R_1fZbWyLw4YfyRhX","Default Response Set","Anonymous",NA,NA,"100.36.64.243",0,"8/2/2015 20:27","8/2/2015 20:31",1,71692872,"Male",NA,NA,1,1,1,1,0,1,1,0,0,0,1,1,1,188,73,"2-3",107000,"Several Times a week","39,09669495","-76,87789917",-1,107000,107000,25.4006380183899,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-9,"Goat","Control"
"98",20,"R_2WwcW0EiLjquQsD","Default Response Set","Anonymous",NA,NA,"216.49.148.67",0,"8/2/2015 20:27","8/2/2015 20:31",1,68686303,"Female",41,"White",2,1,1,0,0,0,0,1,1,0,1,1,1,250,NA,"4-5",180000,"Several Times a week","42,28649902","-71,71469879",-1,180000,180000,NA,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-11,"Goat","Control"
"99",22,"R_1pnieKCJ36vjrJ0","Default Response Set","Anonymous",NA,NA,"173.18.28.106",0,"8/2/2015 20:31","8/2/2015 20:34",1,81799417,"Male",32,"White",1,1,0,1,1,1,1,1,0,0,1,1,1,198,72,"2-3",30000,"Less often than once a month","37,81799316","-89,02780151",-1,30000,30000,27.5,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-13,"Goat","Control"
"100",24,"R_1eDUEZeJYR2YFWV","Default Response Set","Anonymous",NA,NA,"216.49.148.67",0,"8/2/2015 20:32","8/2/2015 20:34",1,11859643,"Male",42,"White",1,1,0,0,1,0,1,0,1,0,1,1,1,270,75,"4-5",2e+05,"Several Times a week","42,28649902","-71,71469879",-1,200000,200000,34.56,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-10,"Goat","Control"
"101",25,"R_3lRXL1Sof6O4TTS","Default Response Set","Anonymous",NA,NA,"24.62.163.231",0,"8/2/2015 20:37","8/2/2015 20:38",1,33955264,"Female",32,"White",2,1,1,1,0,1,1,0,0,0,1,1,0,100,59,"4-5",104000,"Several Times a week","42,94030762","-71,4434967",-1,104000,104000,20.683711577133,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-13,"Goat","Control"
"102",29,"R_dauicyRCzRkmq4N","Default Response Set","Anonymous",NA,NA,"107.10.142.67",0,"8/2/2015 20:42","8/2/2015 20:44",1,82088744,"Female",54,"White",1,1,1,0,0,0,0,1,0,0,1,1,0,145,64,"2-3",20000,"Once or twice a week","39,30310059","-82,08280182",-1,20000,20000,25.48828125,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-14,"Goat","Control"
"103",30,"R_25yY4Qj13i70YCy","Default Response Set","Anonymous",NA,NA,"107.9.150.210",0,"8/2/2015 20:42","8/2/2015 20:44",1,44418002,"Female",47,"White",2,1,1,1,0,1,1,1,1,1,1,1,1,140,68,"4-5",NA,"Several Times a week","41,23139954","-80,75669861",-1,60,60,21.7993079584775,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-13,"Goat","Control"
"104",32,"R_3PUe6KAlH5Ca9nm","Default Response Set","Anonymous",NA,NA,"66.87.151.50",0,"8/2/2015 20:42","8/2/2015 20:45",1,43137283,"Female",28,"White",1,1,0,1,1,1,0,0,1,0,1,1,0,125,64,"2-3",54000,"Once or twice a week","39,67170715","-104,9271011",-1,54000,54000,21.97265625,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-13,"Goat","Control"
"105",35,"R_UPYdk18QkWiIqGJ","Default Response Set","Anonymous",NA,NA,"99.43.85.48",0,"8/2/2015 20:44","8/2/2015 20:48",1,69593632,"Male",51,"Asian/Pacific Islander",1,1,0,1,1,1,1,1,1,0,1,1,0,185,70,"1",17500,"Once or twice a week","34,11250305","-118,1907959",-1,17500,17500,27.1836734693878,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-14,"Goat","Control"
"106",37,"R_31zpuo83oNqj1uv","Default Response Set","Anonymous",NA,NA,"70.189.34.122",0,"8/2/2015 20:45","8/2/2015 20:48",1,27894772,"Male",30,"White",1,1,0,0,NA,0,NA,0,1,0,1,1,0,105,66,"4-5",40000,"Once or twice a week","29,957901","-91,87210083",-1,40000,40000,17.3553719008264,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-11,"Goat","Control"
"107",38,"R_d6bHqk9zkDOdIhr","Default Response Set","Anonymous",NA,NA,"24.147.163.10",0,"8/2/2015 20:48","8/2/2015 20:50",1,487469,"Male",33,"Asian/Pacific Islander",1,0,0,1,1,0,1,0,1,1,0,1,1,130,69,"2-3",98000,"Once or twice a week","42,73240662","-71,186203",-1,98000,98000,19.6597353497164,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-10,"Goat","Control"
"108",40,"R_1IyCj1S1bL9VwPM","Default Response Set","Anonymous",NA,NA,"98.115.7.102",0,"8/2/2015 20:52","8/2/2015 20:55",1,63126957,"Female",24,"White",2,1,0,1,0,1,1,0,1,0,0,0,0,105,62,"2-3",48000,"Several Times a week","39,18170166","-75,5970993",-1,48000,48000,19.6670135275754,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-11,"Goat","Control"
"109",42,"R_XFDMAmiFmXMpKb7","Default Response Set","Anonymous",NA,NA,"71.42.81.188",0,"8/2/2015 20:56","8/2/2015 20:58",1,77907911,"Female",55,"White",2,1,1,0,0,1,0,0,0,0,1,1,0,140,67,"2-3",65000,"Never","30,26719666","-97,74310303",-1,65000,65000,22.4548897304522,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-15,"Goat","Control"
"110",45,"R_ylmLIx3CF6el3Hj","Default Response Set","Anonymous",NA,NA,"160.3.51.12",0,"8/2/2015 21:04","8/2/2015 21:06",1,90931479,"Male",31,"White",2,0,0,0,1,0,1,1,1,1,0,0,0,230,72,"2-3",70000,"Several Times a week","34,61819458","-99,27320099",-1,70000,70000,31.9444444444444,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-9,"Goat","Control"
"111",47,"R_5t0nVtOV8OfCqbL","Default Response Set","Anonymous",NA,NA,"96.40.195.227",0,"8/2/2015 21:03","8/2/2015 21:07",1,30626315,"Male",33,"Asian/Pacific Islander",2,0,0,0,0,1,1,0,1,1,0,0,0,135,68,"2-3",104000,"Several Times a week","38,59739685","-90,00710297",-1,104000,104000,21.0207612456747,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-10,"Goat","Control"
"112",53,"R_1hEapK7eSXYUe9U","Default Response Set","Anonymous",NA,NA,"216.49.148.67",0,"8/2/2015 21:19","8/2/2015 21:21",1,89959291,"Female",41,"White",2,1,0,0,0,0,0,1,1,0,1,1,1,150,66,"4-5",150000,"Several Times a week","42,28649902","-71,71469879",-1,150000,150000,24.7933884297521,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-10,"Goat","Control"
"113",54,"R_1FtbbcyLvEtRcAk","Default Response Set","Anonymous",NA,NA,"99.132.233.251",0,"8/2/2015 21:18","8/2/2015 21:22",1,40176361,"Male",61,"White",1,1,1,0,0,1,0,1,0,0,1,1,1,216,66,"2-3",70000,"Once or twice a week","41,603302","-87,75469971",-1,70000,70000,35.702479338843,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-15,"Goat","Control"
"114",56,"R_D7Z67vxqsYWfTbj","Default Response Set","Anonymous",NA,NA,"73.175.244.129",0,"8/2/2015 20:55","8/2/2015 21:30",1,53769339,"Female",68,"White",2,1,1,1,0,0,1,0,0,1,0,0,0,200,64,"6+",1e+05,"Less often than once a month","40,24549866","-77,02269745",-1,100000,100000,35.15625,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-10,"Goat","Control"
"115",57,"R_WoCpz4DCXv35sNb","Default Response Set","Anonymous",NA,NA,"107.107.60.163",0,"8/2/2015 21:30","8/2/2015 21:33",1,55977621,"Male",45,"White",1,1,1,0,0,1,1,1,0,0,1,1,0,225,60,"4-5",3e+05,"Several Times a week","40,72819519","-74,07759857",-1,300000,300000,45,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-15,"Goat","Control"
"116",60,"R_xxyiLjURdKPCo3D","Default Response Set","Anonymous",NA,NA,"76.102.149.147",0,"8/2/2015 21:35","8/2/2015 21:37",1,45517326,"Male",30,"Other",1,0,1,1,1,1,1,1,1,0,0,0,1,145,65,"1",140000,"Once or twice a week","37,42489624","-122,0074005",-1,140000,140000,24.7100591715976,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-11,"Goat","Control"
"117",62,"R_2zJiRcLXlBwPoJy","Default Response Set","Anonymous",NA,NA,"73.15.176.149",0,"8/2/2015 21:45","8/2/2015 21:48",1,41661126,"Male",24,"Asian/Pacific Islander",1,0,0,0,1,1,1,1,1,0,1,1,0,162,71,"1",110000,"Several Times a week","37,3697052","-122,0214005",-1,110000,110000,23.1382662170204,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-9,"Goat","Control"
"118",64,"R_3FQy40MFoRSONqw","Default Response Set","Anonymous",NA,NA,"216.195.23.35",0,"8/2/2015 22:00","8/2/2015 22:04",1,57405843,NA,39,"White",2,1,0,1,1,1,0,1,0,0,0,0,0,185,68,"4-5",58000,"Several Times a week","42,28649902","-71,71469879",-1,58000,58000,28.8062283737024,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-11,"Goat","Control"
"119",65,"R_1Eb6KdHFiDtwful","Default Response Set","Anonymous",NA,NA,"50.179.4.158",0,"8/2/2015 22:03","8/2/2015 22:06",1,59022298,"Female",28,"White",2,0,1,0,1,0,0,0,1,0,1,0,0,171,67,"1",75000,"Several Times a week","41,87840271","-87,68520355",-1,75000,75000,27.4270438850524,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-10,"Goat","Control"
"120",66,"R_2CrhMEeNGiURZjc","Default Response Set","Anonymous",NA,NA,"50.148.128.52",0,"8/2/2015 22:05","8/2/2015 22:07",1,26395605,"Female",33,"Asian/Pacific Islander",2,0,0,0,1,0,1,1,1,1,0,1,0,119,64,"2-3",NA,"Several Times a week","37,35369873","-122,0307007",-1,NA,NA,20.91796875,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-15,"Goat","Control"
"121",67,"R_2fp1mY9Wc8uxnp1","Default Response Set","Anonymous",NA,NA,"108.51.147.221",0,"8/2/2015 22:05","8/2/2015 22:10",1,23472927,"Male",42,"White",1,1,1,0,1,1,0,0,0,0,1,0,0,155,68,"4-5",80000,"Once or twice a week","38,88650513","-77,09690094",-1,80000,80000,24.1349480968858,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-10,"Goat","Control"
"122",69,"R_TubAD3R8HecuIw1","Default Response Set","Anonymous",NA,NA,"50.4.129.36",0,"8/2/2015 22:23","8/2/2015 22:26",1,90038272,"Female",28,"White",1,1,1,1,0,1,0,0,1,0,1,1,0,115,65,"2-3",50000,"Once or twice a week","41,603302","-87,75469971",-1,50000,50000,19.5976331360947,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-14,"Goat","Control"
"123",70,"R_1GTikQ0lNOtqwJ2","Default Response Set","Anonymous",NA,NA,"50.172.45.228",0,"8/2/2015 22:27","8/2/2015 22:31",1,43733712,"Male",29,"Asian/Pacific Islander",2,0,1,0,1,0,1,0,1,0,0,1,1,190,68,"2-3",75000,"Once or twice a month","39,61759949","-86,17710114",-1,75000,75000,29.5847750865052,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-14,"Goat","Control"
"124",73,"R_3qdOrtI1JOP91Am","Default Response Set","Anonymous",NA,NA,"96.227.128.216",0,"8/2/2015 22:46","8/2/2015 22:52",1,4032181,"Female",39,"Asian/Pacific Islander",1,1,0,0,0,1,1,1,1,0,0,1,0,160,62,"4-5",175000,"Once or twice a month","40,16560364","-74,82189941",-1,175000,175000,29.9687825182102,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-9,"Goat","Control"
"125",76,"R_20ZLq2umjKdViBK","Default Response Set","Anonymous",NA,NA,"66.44.118.6",0,"8/2/2015 23:01","8/2/2015 23:03",1,68268672,"Male",25,"White",1,1,0,0,0,1,0,1,0,0,0,1,0,200,74,"2-3",9e+05,"Several Times a week","38,95199585","-77,01999664",-1,900000,900000,26.2965668371074,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-10,"Goat","Control"
"126",77,"R_2Cjg7IYqDQRe5ry","Default Response Set","Anonymous",NA,NA,"50.190.129.72",0,"8/2/2015 22:57","8/2/2015 23:03",1,74880681,"Female",28,"White",1,1,0,0,0,0,0,0,0,0,0,0,1,180,NA,"2-3",35000,"Several Times a week","39,15879822","-75,49410248",-1,35000,35000,NA,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-10,"Goat","Control"
"127",82,"R_vwPnjXNSEdqQISt","Default Response Set","Anonymous",NA,NA,"73.208.91.64",0,"8/2/2015 23:22","8/2/2015 23:26",1,32908632,"Female",28,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,160,66,"2-3",60000,"Several Times a week","41,56959534","-87,79940033",-1,60000,60000,26.4462809917355,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-14,"Goat","Control"
"128",83,"R_3DvVKdzjBRrGC8X","Default Response Set","Anonymous",NA,NA,"209.6.132.153",0,"8/2/2015 23:35","8/2/2015 23:38",1,57915284,"Male",26,"White",2,1,0,0,0,1,0,0,0,0,0,1,0,150,69,"2-3",1e+05,"Several Times a week","42,34309387","-71,1230011",-1,100000,100000,22.6843100189036,"Chicken.Breasts.with.Goat.Cheese.and.Pine.Nuts",-10,"Goat","Control"
